0.0e0 0.0e0 4.0e0 4.0e0
5.36913e-2 0.0e0 4.0043842e0 4.0043842e0
1.07382599e-1 0.0e0 4.0070294e0 4.0070294e0
1.61073898e-1 0.0e0 4.0077542e0 4.0077542e0
2.14765198e-1 0.0e0 4.0066397e0 4.0066397e0
2.68456497e-1 0.0e0 4.0035335e0 4.0035335e0
3.22147797e-1 0.0e0 3.9985583e0 3.9985583e0
3.75839096e-1 0.0e0 3.9916608e0 3.9916608e0
4.29530396e-1 0.0e0 3.982804e0 3.982804e0
4.83221695e-1 0.0e0 3.9720253e0 3.9720253e0
5.36913e-1 0.0e0 3.9592368e0 3.9592368e0
5.906043e-1 0.0e0 3.9446036e0 3.9446036e0
6.442956e-1 0.0e0 3.9279063e0 3.9279063e0
6.979869e-1 0.0e0 3.9093922e0 3.9093922e0
7.5167819e-1 0.0e0 3.8888739e0 3.8888739e0
8.0536949e-1 0.0e0 3.8665489e0 3.8665489e0
8.5906079e-1 0.0e0 3.8422684e0 3.8422684e0
9.1275209e-1 0.0e0 3.8161998e0 3.8161998e0
9.6644339e-1 0.0e0 3.788293e0 3.788293e0
1.02013469e0 0.0e0 3.7586063e0 3.7586063e0
1.07382599e0 0.0e0 3.727138e0 3.727138e0
1.12751729e0 0.0e0 3.6939787e0 3.6939787e0
1.18120859e0 0.0e0 3.6591621e0 3.6591621e0
1.23489989e0 0.0e0 3.622728e0 3.622728e0
1.28859119e0 0.0e0 3.58476e0 3.58476e0
1.34228249e0 0.0e0 3.5452254e0 3.5452254e0
1.39597379e0 0.0e0 3.504236e0 3.504236e0
1.44966508e0 0.0e0 3.4618759e0 3.4618759e0
1.50335638e0 0.0e0 3.4182141e0 3.4182141e0
1.55704768e0 0.0e0 3.3732411e0 3.3732411e0
1.61073898e0 0.0e0 3.327118e0 3.327118e0
1.66443028e0 0.0e0 3.2798401e0 3.2798401e0
1.71812158e0 0.0e0 3.2315746e0 3.2315746e0
1.77181288e0 0.0e0 3.182332e0 3.182332e0
1.82550418e0 0.0e0 3.1322086e0 3.1322086e0
1.87919548e0 0.0e0 3.0813095e0 3.0813095e0
1.93288678e0 0.0e0 3.0296991e0 3.0296991e0
1.98657808e0 0.0e0 2.9774959e0 2.9774959e0
2.04026938e0 0.0e0 2.9247427e0 2.9247427e0
2.09396068e0 0.0e0 2.8715802e0 2.8715802e0
2.14765198e0 0.0e0 2.8180714e0 2.8180714e0
2.20134328e0 0.0e0 2.7643149e0 2.7643149e0
2.25503458e0 0.0e0 2.710448e0 2.710448e0
2.30872588e0 0.0e0 2.656541e0 2.656541e0
2.36241718e0 0.0e0 2.6026955e0 2.6026955e0
2.41610847e0 0.0e0 2.549015e0 2.549015e0
2.46979977e0 0.0e0 2.4955818e0 2.4955818e0
2.52349107e0 0.0e0 2.4425491e0 2.4425491e0
2.57718237e0 0.0e0 2.3899898e0 2.3899898e0
2.63087367e0 0.0e0 2.3379979e0 2.3379979e0
2.68456497e0 0.0e0 2.286698e0 2.286698e0
2.73825627e0 0.0e0 2.2362357e0 2.2362357e0
2.79194757e0 0.0e0 2.1865877e0 2.1865877e0
2.84563887e0 0.0e0 2.1380057e0 2.1380057e0
2.89933017e0 0.0e0 2.090447e0 2.090447e0
2.95302147e0 0.0e0 2.0441537e0 2.0441537e0
3.00671277e0 0.0e0 1.9991422e0 1.9991422e0
3.06040407e0 0.0e0 1.9555196e0 1.9555196e0
3.11409537e0 0.0e0 1.9134174e0 1.9134174e0
3.16778667e0 0.0e0 1.8728732e0 1.8728732e0
3.22147797e0 0.0e0 1.8340596e0 1.8340596e0
3.27516927e0 0.0e0 1.7969669e0 1.7969669e0
3.32886057e0 0.0e0 1.7618092e0 1.7618092e0
3.38255186e0 0.0e0 1.7284923e0 1.7284923e0
3.43624316e0 0.0e0 1.6973569e0 1.6973569e0
3.48993446e0 0.0e0 1.668175e0 1.668175e0
3.54362576e0 0.0e0 1.641338e0 1.641338e0
3.59731706e0 0.0e0 1.616679e0 1.616679e0
3.65100836e0 0.0e0 1.594426e0 1.594426e0
3.70469966e0 0.0e0 1.5745049e0 1.5745049e0
3.75839096e0 0.0e0 1.5571202e0 1.5571202e0
3.81208226e0 0.0e0 1.5422514e0 1.5422514e0
3.86577356e0 0.0e0 1.5299455e0 1.5299455e0
